NLuc,CLuc,Experiment,Replicate,Volume,Area,VpA,VpA_base,VpA_norm,Ref_sample
AtMLO1,AtEXO70B2,2,1,351123.43,63.45,5533.90,5673.62,1.05,AtMLO1-AtCAM2
AtMLO1,AtEXO70C1,2,1,12721.70,29.89,425.63,565.34,0.10,AtMLO1-AtCAM2
AtMLO1,AtEXO70C2,2,1,403162.14,63.45,6354.06,6493.78,1.20,AtMLO1-AtCAM2
AtMLO1,AtCAM2,2,1,224550.50,42.47,5286.72,5426.44,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70A1,2,2,34658.50,29.89,1159.56,1540.52,0.48,AtMLO1-AtCAM2
AtMLO1,MmExoc7,2,2,212430.63,86.52,2455.22,2836.19,0.89,AtMLO1-AtCAM2
AtMLO1,ScExo70,2,2,-3498.80,29.89,-117.06,263.91,0.08,AtMLO1-AtCAM2
AtMLO1,AtEXO70G1,2,2,-8590.20,29.89,-287.40,93.57,0.03,AtMLO1-AtCAM2
AtMLO1,AtEXO70B1,2,2,-5541.60,29.89,-185.40,195.56,0.06,AtMLO1-AtCAM2
AtMLO1,AtEXO70B2,2,2,-16527.00,42.47,-389.10,-8.14,0.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70C1,2,2,260238.14,63.45,4101.50,4482.47,1.40,AtMLO1-AtCAM2
AtMLO1,AtEXO70C2,2,2,67983.93,63.45,1071.46,1452.43,0.45,AtMLO1-AtCAM2
AtMLO1,AtCAM2,2,2,178804.14,63.45,2818.05,3199.02,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70A1,2,3,-4259.10,29.89,-142.50,-14.58,0.00,AtMLO1-AtCAM2
AtMLO1,MmExoc7,2,3,86386.36,63.45,1361.50,1489.41,0.42,AtMLO1-AtCAM2
AtMLO1,ScExo70,2,3,1689.75,42.47,39.78,167.70,0.05,AtMLO1-AtCAM2
AtMLO1,AtEXO70G1,2,3,4856.29,63.45,76.54,204.45,0.06,AtMLO1-AtCAM2
AtMLO1,AtEXO70B1,2,3,2059.30,29.89,68.90,196.81,0.05,AtMLO1-AtCAM2
AtMLO1,AtEXO70B2,2,3,46278.60,29.89,1548.33,1676.24,0.47,AtMLO1-AtCAM2
AtMLO1,AtEXO70C1,2,3,54652.71,63.45,861.36,989.27,0.28,AtMLO1-AtCAM2
AtMLO1,AtEXO70C2,2,3,138672.56,86.52,1602.74,1730.66,0.48,AtMLO1-AtCAM2
AtMLO1,AtCAM2,2,3,371077.67,107.50,3451.98,3579.89,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70A1,2,4,,,,,,AtMLO1-AtCAM2
AtMLO1,MmExoc7,2,4,,,,,,AtMLO1-AtCAM2
AtMLO1,ScExo70,2,4,,,,,,AtMLO1-AtCAM2
AtMLO1,AtEXO70G1,2,4,,,,,,AtMLO1-AtCAM2
AtMLO1,AtEXO70B1,2,4,,,,,,AtMLO1-AtCAM2
AtMLO1,AtEXO70B2,2,4,,,,,,AtMLO1-AtCAM2
AtMLO1,AtEXO70C1,2,4,,,,,,AtMLO1-AtCAM2
AtMLO1,AtEXO70C2,2,4,,,,,,AtMLO1-AtCAM2
AtMLO1,AtCAM2,2,4,,,,,,AtMLO1-AtCAM2
AtMLO1,AtEXO70A1,3,1,-21072.39,74.65,-282.28,-27.07,0.00,AtMLO1-AtCAM2
AtMLO1,MmExoc7,3,1,936916.80,97.96,9564.61,9819.82,0.21,AtMLO1-AtCAM2
AtMLO1,ScExo70,3,1,3368.63,60.08,56.06,311.28,0.01,AtMLO1-AtCAM2
AtMLO1,AtEXO70G1,3,1,44298.75,60.08,737.27,992.48,0.02,AtMLO1-AtCAM2
AtMLO1,AtEXO70B1,3,1,2359.00,20.76,113.65,368.86,0.01,AtMLO1-AtCAM2
AtMLO1,AtEXO70B2,3,1,79078.38,60.08,1316.11,1571.32,0.03,AtMLO1-AtCAM2
AtMLO1,AtEXO70C1,3,1,98515.25,29.50,3339.93,3595.14,0.08,AtMLO1-AtCAM2
AtMLO1,AtEXO70C2,3,1,801308.44,74.65,10734.07,10989.28,0.24,AtMLO1-AtCAM2
AtMLO1,AtCAM2,3,1,5434644.18,116.89,46492.70,46747.91,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70A1,3,2,5962.00,44.06,135.31,117.96,0.01,AtMLO1-AtCAM2
AtMLO1,MmExoc7,3,2,188308.81,60.08,3134.05,3116.70,0.23,AtMLO1-AtCAM2
AtMLO1,ScExo70,3,2,6770.89,74.65,90.70,73.35,0.01,AtMLO1-AtCAM2
AtMLO1,AtEXO70G1,3,2,15713.50,29.50,532.73,515.38,0.04,AtMLO1-AtCAM2
AtMLO1,AtEXO70B1,3,2,323.50,29.50,10.97,-6.38,0.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70B2,3,2,143030.00,29.50,4849.10,4831.75,0.36,AtMLO1-AtCAM2
AtMLO1,AtEXO70C1,3,2,33388.25,29.50,1131.95,1114.60,0.08,AtMLO1-AtCAM2
AtMLO1,AtEXO70C2,3,2,432501.19,60.08,7198.17,7180.82,0.54,AtMLO1-AtCAM2
AtMLO1,AtCAM2,3,2,991970.39,74.65,13288.12,13270.77,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70A1,3,3,364906.36,44.06,8281.61,8066.10,0.31,AtMLO1-AtCAM2
AtMLO1,MmExoc7,3,3,1170556.69,60.08,19481.71,19266.21,0.74,AtMLO1-AtCAM2
AtMLO1,ScExo70,3,3,9286.79,44.06,210.77,-4.74,0.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70G1,3,3,152463.61,74.65,2042.35,1826.85,0.07,AtMLO1-AtCAM2
AtMLO1,AtEXO70B1,3,3,7964.25,29.50,270.01,54.50,0.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70B2,3,3,48971.75,29.50,1660.27,1444.77,0.06,AtMLO1-AtCAM2
AtMLO1,AtEXO70C1,3,3,119543.50,44.06,2713.06,2497.55,0.10,AtMLO1-AtCAM2
AtMLO1,AtEXO70C2,3,3,3074335.86,74.65,41182.82,40967.32,1.57,AtMLO1-AtCAM2
AtMLO1,AtCAM2,3,3,1959029.17,74.65,26242.53,26027.02,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70A1,3,4,-14779.75,60.08,-245.98,-13.54,0.00,AtMLO1-AtCAM2
AtMLO1,MmExoc7,3,4,801578.75,60.08,13340.77,13573.21,0.30,AtMLO1-AtCAM2
AtMLO1,ScExo70,3,4,2542.06,60.08,42.31,274.75,0.01,AtMLO1-AtCAM2
AtMLO1,AtEXO70G1,3,4,2082942.75,60.08,34666.66,34899.10,0.77,AtMLO1-AtCAM2
AtMLO1,AtEXO70B1,3,4,-2263.25,29.50,-76.73,155.71,0.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70B2,3,4,285810.00,29.50,9689.72,9922.16,0.22,AtMLO1-AtCAM2
AtMLO1,AtEXO70C1,3,4,69248.75,60.08,1152.52,1384.96,0.03,AtMLO1-AtCAM2
AtMLO1,AtEXO70C2,3,4,685692.63,60.08,11412.06,11644.50,0.26,AtMLO1-AtCAM2
AtMLO1,AtCAM2,3,4,2705121.88,60.08,45021.66,45254.11,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70A1,4,1,8001.00,48.80,163.96,730.16,0.02,AtMLO1-AtCAM2
AtMLO1,MmExoc7,4,1,142899.00,32.67,4374.39,4940.59,0.14,AtMLO1-AtCAM2
AtMLO1,ScExo70,4,1,-29066.36,48.80,-595.63,-29.44,0.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70G1,4,1,78499.43,48.80,1608.63,2174.82,0.06,AtMLO1-AtCAM2
AtMLO1,AtEXO70B1,4,1,105318.13,66.54,1582.68,2148.88,0.06,AtMLO1-AtCAM2
AtMLO1,AtEXO70B2,4,1,-7438.00,32.67,-227.69,338.51,0.01,AtMLO1-AtCAM2
AtMLO1,AtEXO70C1,4,1,8317.00,32.67,254.60,820.80,0.02,AtMLO1-AtCAM2
AtMLO1,AtEXO70C2,4,1,325727.06,66.54,4894.90,5461.10,0.16,AtMLO1-AtCAM2
AtMLO1,AtCAM2,4,1,2238390.50,66.54,33637.65,34203.85,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70A1,4,2,10561.25,32.67,323.30,316.60,0.03,AtMLO1-AtCAM2
AtMLO1,MmExoc7,4,2,469267.71,48.80,9616.32,9609.62,0.83,AtMLO1-AtCAM2
AtMLO1,ScExo70,4,2,20970.43,48.80,429.73,423.03,0.04,AtMLO1-AtCAM2
AtMLO1,AtEXO70G1,4,2,86088.13,66.54,1293.70,1287.00,0.11,AtMLO1-AtCAM2
AtMLO1,AtEXO70B1,4,2,-680.50,32.67,-20.83,-27.53,0.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70B2,4,2,53677.25,32.67,1643.16,1636.46,0.14,AtMLO1-AtCAM2
AtMLO1,AtEXO70C1,4,2,142974.44,66.54,2148.56,2141.86,0.18,AtMLO1-AtCAM2
AtMLO1,AtEXO70C2,4,2,228711.19,66.54,3436.98,3430.28,0.29,AtMLO1-AtCAM2
AtMLO1,AtCAM2,4,2,775510.50,66.54,11654.07,11647.37,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70A1,4,3,-3887.93,48.80,-79.67,306.72,0.01,AtMLO1-AtCAM2
AtMLO1,MmExoc7,4,3,920709.50,66.54,13836.06,14222.45,0.48,AtMLO1-AtCAM2
AtMLO1,ScExo70,4,3,21017.93,48.80,430.70,817.09,0.03,AtMLO1-AtCAM2
AtMLO1,AtEXO70G1,4,3,274461.17,82.68,3319.72,3706.10,0.13,AtMLO1-AtCAM2
AtMLO1,AtEXO70B1,4,3,-13493.50,32.67,-413.06,-26.67,0.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70B2,4,3,81659.79,48.80,1673.39,2059.78,0.07,AtMLO1-AtCAM2
AtMLO1,AtEXO70C1,4,3,51627.00,32.67,1580.39,1966.78,0.07,AtMLO1-AtCAM2
AtMLO1,AtEXO70C2,4,3,1461939.75,66.54,21969.46,22355.85,0.76,AtMLO1-AtCAM2
AtMLO1,AtCAM2,4,3,1413006.79,48.80,28955.61,29341.99,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70A1,4,4,-16330.07,48.80,-334.64,-11.95,0.00,AtMLO1-AtCAM2
AtMLO1,MmExoc7,4,4,1986095.39,82.68,24022.60,24345.29,0.38,AtMLO1-AtCAM2
AtMLO1,ScExo70,4,4,-109.50,48.80,-2.24,320.45,0.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70G1,4,4,96891.00,48.80,1985.51,2308.20,0.04,AtMLO1-AtCAM2
AtMLO1,AtEXO70B1,4,4,-6052.25,32.67,-185.27,137.42,0.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70B2,4,4,327739.89,82.68,3964.14,4286.83,0.07,AtMLO1-AtCAM2
AtMLO1,AtEXO70C1,4,4,120192.25,32.67,3679.30,4001.99,0.06,AtMLO1-AtCAM2
AtMLO1,AtEXO70C2,4,4,675396.94,66.54,10149.60,10472.29,0.16,AtMLO1-AtCAM2
AtMLO1,AtCAM2,4,4,4257317.31,66.54,63977.29,64299.98,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70A1,5,1,2013.75,42.47,47.41,-3.04,0.00,AtMLO1-AtCAM2
AtMLO1,MmExoc7,5,1,513817.50,63.45,8098.05,8047.60,0.33,AtMLO1-AtCAM2
AtMLO1,ScExo70,5,1,5417.36,63.45,85.38,34.93,0.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70G1,5,1,473063.79,63.45,7455.75,7405.30,0.31,AtMLO1-AtCAM2
AtMLO1,AtEXO70B1,5,1,191012.25,42.47,4497.11,4446.66,0.18,AtMLO1-AtCAM2
AtMLO1,AtEXO70B2,5,1,387732.21,63.45,6110.88,6060.43,0.25,AtMLO1-AtCAM2
AtMLO1,AtEXO70C1,5,1,166128.75,42.47,3911.26,3860.81,0.16,AtMLO1-AtCAM2
AtMLO1,AtEXO70C2,5,1,390651.25,42.47,9197.32,9146.87,0.38,AtMLO1-AtCAM2
AtMLO1,AtCAM2,5,1,1543561.21,63.45,24327.39,24276.94,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70A1,5,2,65415.75,42.47,1540.12,1656.18,0.27,AtMLO1-AtCAM2
AtMLO1,MmExoc7,5,2,487133.89,107.50,4531.60,4647.66,0.75,AtMLO1-AtCAM2
AtMLO1,ScExo70,5,2,-11424.50,63.45,-180.06,-63.99,-0.01,AtMLO1-AtCAM2
AtMLO1,AtEXO70G1,5,2,53630.88,86.52,619.85,735.92,0.12,AtMLO1-AtCAM2
AtMLO1,AtEXO70B1,5,2,75517.07,63.45,1190.19,1306.26,0.21,AtMLO1-AtCAM2
AtMLO1,AtEXO70B2,5,2,183113.21,63.45,2885.97,3002.03,0.49,AtMLO1-AtCAM2
AtMLO1,AtEXO70C1,5,2,82530.75,42.47,1943.07,2059.13,0.33,AtMLO1-AtCAM2
AtMLO1,AtEXO70C2,5,2,150347.50,63.45,2369.56,2485.63,0.40,AtMLO1-AtCAM2
AtMLO1,AtCAM2,5,2,525250.19,86.52,6070.71,6186.77,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70A1,5,3,-42835.15,141.06,-303.67,-4.86,0.00,AtMLO1-AtCAM2
AtMLO1,MmExoc7,5,3,482273.94,107.50,4486.39,4785.20,2.54,AtMLO1-AtCAM2
AtMLO1,ScExo70,5,3,-15410.21,63.45,-242.87,55.93,0.03,AtMLO1-AtCAM2
AtMLO1,AtEXO70G1,5,3,12403.00,86.52,143.35,442.16,0.23,AtMLO1-AtCAM2
AtMLO1,AtEXO70B1,5,3,10679.81,86.52,123.43,422.24,0.22,AtMLO1-AtCAM2
AtMLO1,AtEXO70B2,5,3,39781.19,86.52,459.78,758.59,0.40,AtMLO1-AtCAM2
AtMLO1,AtEXO70C1,5,3,122855.56,107.50,1142.87,1441.68,0.76,AtMLO1-AtCAM2
AtMLO1,AtEXO70C2,5,3,74934.88,86.52,866.08,1164.89,0.62,AtMLO1-AtCAM2
AtMLO1,AtCAM2,5,3,137451.69,86.52,1588.63,1887.44,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70A1,5,4,30618.67,107.50,284.83,698.77,0.05,AtMLO1-AtCAM2
AtMLO1,MmExoc7,5,4,354863.50,141.06,2515.74,2929.68,0.19,AtMLO1-AtCAM2
AtMLO1,ScExo70,5,4,7160.81,86.52,82.76,496.70,0.03,AtMLO1-AtCAM2
AtMLO1,AtEXO70G1,5,4,5862.14,63.45,92.39,506.33,0.03,AtMLO1-AtCAM2
AtMLO1,AtEXO70B1,5,4,-39552.00,86.52,-457.13,-43.19,0.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70B2,5,4,25959.44,107.50,241.49,655.43,0.04,AtMLO1-AtCAM2
AtMLO1,AtEXO70C1,5,4,80866.57,63.45,1274.50,1688.44,0.11,AtMLO1-AtCAM2
AtMLO1,AtEXO70C2,5,4,1083025.56,107.50,10074.93,10488.87,0.69,AtMLO1-AtCAM2
AtMLO1,AtCAM2,5,4,2098146.35,141.06,14874.44,15288.38,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70A1,6,1,27456.70,29.89,918.61,1211.40,0.25,AtMLO1-AtCAM2
AtMLO1,MmExoc7,6,1,162262.25,42.47,3820.23,4113.02,0.84,AtMLO1-AtCAM2
AtMLO1,ScExo70,6,1,-2726.25,42.47,-64.19,228.60,0.05,AtMLO1-AtCAM2
AtMLO1,AtEXO70G1,6,1,55040.86,63.45,867.47,1160.26,0.24,AtMLO1-AtCAM2
AtMLO1,AtEXO70B1,6,1,558.50,42.47,13.15,305.94,0.06,AtMLO1-AtCAM2
AtMLO1,AtEXO70B2,6,1,61558.00,42.47,1449.29,1742.08,0.35,AtMLO1-AtCAM2
AtMLO1,AtEXO70C1,6,1,29527.40,29.89,987.89,1280.67,0.26,AtMLO1-AtCAM2
AtMLO1,AtEXO70C2,6,1,-9345.40,29.89,-312.67,-19.88,0.00,AtMLO1-AtCAM2
AtMLO1,AtCAM2,6,1,196253.50,42.47,4620.51,4913.29,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70A1,6,2,-1389.50,42.47,-32.71,194.98,0.05,AtMLO1-AtCAM2
AtMLO1,MmExoc7,6,2,343753.14,63.45,5417.74,5645.44,1.35,AtMLO1-AtCAM2
AtMLO1,ScExo70,6,2,-4290.00,29.89,-143.53,84.17,0.02,AtMLO1-AtCAM2
AtMLO1,AtEXO70G1,6,2,-7024.40,29.89,-235.01,-7.32,0.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70B1,6,2,4831.64,63.45,76.15,303.84,0.07,AtMLO1-AtCAM2
AtMLO1,AtEXO70B2,6,2,52398.29,63.45,825.83,1053.52,0.25,AtMLO1-AtCAM2
AtMLO1,AtEXO70C1,6,2,44440.60,29.89,1486.83,1714.53,0.41,AtMLO1-AtCAM2
AtMLO1,AtEXO70C2,6,2,48325.75,42.47,1137.76,1365.45,0.33,AtMLO1-AtCAM2
AtMLO1,AtCAM2,6,2,424058.94,107.50,3944.84,4172.53,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70A1,6,3,-3229.75,86.52,-37.33,475.56,0.05,AtMLO1-AtCAM2
AtMLO1,MmExoc7,6,3,-114218.50,206.08,-554.24,-41.35,0.00,AtMLO1-AtCAM2
AtMLO1,ScExo70,6,3,40171.81,86.52,464.30,977.19,0.10,AtMLO1-AtCAM2
AtMLO1,AtEXO70G1,6,3,34499.50,86.52,398.74,911.63,0.09,AtMLO1-AtCAM2
AtMLO1,AtEXO70B1,6,3,9874.50,42.47,232.48,745.37,0.07,AtMLO1-AtCAM2
AtMLO1,AtEXO70B2,6,3,36566.00,63.45,576.30,1089.19,0.11,AtMLO1-AtCAM2
AtMLO1,AtEXO70C1,6,3,43813.50,63.45,690.53,1203.42,0.12,AtMLO1-AtCAM2
AtMLO1,AtEXO70C2,6,3,520196.00,107.50,4839.16,5352.05,0.53,AtMLO1-AtCAM2
AtMLO1,AtCAM2,6,3,1021046.17,107.50,9498.36,10011.25,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70A1,6,4,123591.00,63.45,1947.86,2187.75,0.47,AtMLO1-AtCAM2
AtMLO1,MmExoc7,6,4,631624.94,107.50,5875.74,6115.62,1.31,AtMLO1-AtCAM2
AtMLO1,ScExo70,6,4,-21425.00,86.52,-247.62,-7.74,0.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70G1,6,4,-9572.00,63.45,-150.86,89.02,0.02,AtMLO1-AtCAM2
AtMLO1,AtEXO70B1,6,4,-3610.80,29.89,-120.81,119.08,0.03,AtMLO1-AtCAM2
AtMLO1,AtEXO70B2,6,4,198811.50,63.45,3133.38,3373.26,0.72,AtMLO1-AtCAM2
AtMLO1,AtEXO70C1,6,4,393986.71,63.45,6209.45,6449.34,1.38,AtMLO1-AtCAM2
AtMLO1,AtEXO70C2,6,4,1660939.39,107.50,15451.01,15690.90,3.35,AtMLO1-AtCAM2
AtMLO1,AtCAM2,6,4,383917.69,86.52,4437.22,4677.11,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70D2,1,1,108202.31,104.54,1035.03,1386.71,0.42,AtMLO1-AtCAM2
AtMLO1,AtEXO70D3,1,1,5662.57,76.66,73.86,425.55,0.13,AtMLO1-AtCAM2
AtMLO1,AtEXO70E1,1,1,2650.50,76.66,34.57,386.26,0.12,AtMLO1-AtCAM2
AtMLO1,AtEXO70E2,1,1,31001.43,76.66,404.39,756.07,0.23,AtMLO1-AtCAM2
AtMLO1,AtEXO70H1,1,1,30128.44,104.54,288.20,639.89,0.19,AtMLO1-AtCAM2
AtMLO1,AtEXO70H2,1,1,-1571.71,76.66,-20.50,331.19,0.10,AtMLO1-AtCAM2
AtMLO1,AtEXO70H4,1,1,166095.67,129.88,1278.80,1630.49,0.49,AtMLO1-AtCAM2
AtMLO1,AtEXO70H7,1,1,-29169.29,76.66,-380.49,-28.80,-0.01,AtMLO1-AtCAM2
AtMLO1,AtCAM2,1,1,310977.63,104.54,2974.71,3326.39,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70D2,1,2,230853.72,129.88,1777.39,1826.16,0.36,AtMLO1-AtCAM2
AtMLO1,AtEXO70D3,1,2,6628.79,76.66,86.47,135.24,0.03,AtMLO1-AtCAM2
AtMLO1,AtEXO70E1,1,2,-2186.20,36.11,-60.54,-11.76,0.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70E2,1,2,15975.00,51.32,311.28,360.06,0.07,AtMLO1-AtCAM2
AtMLO1,AtEXO70H1,1,2,1380414.45,170.43,8099.46,8148.24,1.61,AtMLO1-AtCAM2
AtMLO1,AtEXO70H2,1,2,205606.00,170.43,1206.38,1255.15,0.25,AtMLO1-AtCAM2
AtMLO1,AtEXO70H4,1,2,38213.13,104.54,365.53,414.31,0.08,AtMLO1-AtCAM2
AtMLO1,AtEXO70H7,1,2,141028.00,129.88,1085.80,1134.58,0.22,AtMLO1-AtCAM2
AtMLO1,AtCAM2,1,2,652503.50,129.88,5023.75,5072.53,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70D2,1,3,65865.79,76.66,859.16,1051.86,0.67,AtMLO1-AtCAM2
AtMLO1,AtEXO70D3,1,3,-10314.00,51.32,-200.97,-8.27,-0.01,AtMLO1-AtCAM2
AtMLO1,AtEXO70E1,1,3,-3524.80,36.11,-97.60,95.10,0.06,AtMLO1-AtCAM2
AtMLO1,AtEXO70E2,1,3,122024.00,36.11,3378.85,3571.56,2.28,AtMLO1-AtCAM2
AtMLO1,AtEXO70H1,1,3,742412.94,104.54,7101.67,7294.38,4.65,AtMLO1-AtCAM2
AtMLO1,AtEXO70H2,1,3,79432.90,36.11,2199.50,2392.21,1.52,AtMLO1-AtCAM2
AtMLO1,AtEXO70H4,1,3,144248.00,51.32,2810.76,3003.46,1.91,AtMLO1-AtCAM2
AtMLO1,AtEXO70H7,1,3,71274.80,36.11,1973.60,2166.31,1.38,AtMLO1-AtCAM2
AtMLO1,AtCAM2,1,3,105568.71,76.66,1377.05,1569.75,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70D2,1,4,,,,,,AtMLO1-AtCAM2
AtMLO1,AtEXO70D3,1,4,,,,,,AtMLO1-AtCAM2
AtMLO1,AtEXO70E1,1,4,,,,,,AtMLO1-AtCAM2
AtMLO1,AtEXO70E2,1,4,,,,,,AtMLO1-AtCAM2
AtMLO1,AtEXO70H1,1,4,,,,,,AtMLO1-AtCAM2
AtMLO1,AtEXO70H2,1,4,,,,,,AtMLO1-AtCAM2
AtMLO1,AtEXO70H4,1,4,,,,,,AtMLO1-AtCAM2
AtMLO1,AtEXO70H7,1,4,,,,,,AtMLO1-AtCAM2
AtMLO1,AtCAM2,1,4,,,,,,AtMLO1-AtCAM2
AtMLO1,AtEXO70D2,2,1,4383.10,34.57,126.80,123.04,0.04,AtMLO1-AtCAM2
AtMLO1,AtEXO70D3,2,1,2736.60,34.57,79.17,75.41,0.02,AtMLO1-AtCAM2
AtMLO1,AtEXO70E1,2,1,5897.25,49.12,120.06,116.29,0.04,AtMLO1-AtCAM2
AtMLO1,AtEXO70E2,2,1,7615.10,34.57,220.30,216.54,0.07,AtMLO1-AtCAM2
AtMLO1,AtEXO70H1,2,1,100585.75,49.12,2047.73,2043.96,0.66,AtMLO1-AtCAM2
AtMLO1,AtEXO70H2,2,1,-96.60,34.57,-2.79,-6.56,0.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70H4,2,1,9117.50,73.38,124.25,120.49,0.04,AtMLO1-AtCAM2
AtMLO1,AtEXO70H7,2,1,35487.50,49.12,722.46,718.69,0.23,AtMLO1-AtCAM2
AtMLO1,AtCAM2,2,1,228294.21,73.38,3111.21,3107.45,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70D2,2,2,68754.43,73.38,936.99,1218.79,0.21,AtMLO1-AtCAM2
AtMLO1,AtEXO70D3,2,2,-14939.50,49.12,-304.14,-22.34,0.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70E1,2,2,-1823.64,73.38,-24.85,256.94,0.04,AtMLO1-AtCAM2
AtMLO1,AtEXO70E2,2,2,14094.43,73.38,192.08,473.88,0.08,AtMLO1-AtCAM2
AtMLO1,AtEXO70H1,2,2,487.29,73.38,6.64,288.44,0.05,AtMLO1-AtCAM2
AtMLO1,AtEXO70H2,2,2,55841.75,49.12,1136.83,1418.62,0.25,AtMLO1-AtCAM2
AtMLO1,AtEXO70H4,2,2,13594.75,49.12,276.76,558.56,0.10,AtMLO1-AtCAM2
AtMLO1,AtEXO70H7,2,2,98232.11,124.32,790.17,1071.96,0.19,AtMLO1-AtCAM2
AtMLO1,AtCAM2,2,2,544795.50,100.06,5444.65,5726.45,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70D2,2,3,10421.25,49.12,212.16,236.29,0.07,AtMLO1-AtCAM2
AtMLO1,AtEXO70D3,2,3,5786.75,49.12,117.81,141.94,0.04,AtMLO1-AtCAM2
AtMLO1,AtEXO70E1,2,3,-1689.75,49.12,-34.40,-10.27,0.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70E2,2,3,11004.50,49.12,224.03,248.16,0.07,AtMLO1-AtCAM2
AtMLO1,AtEXO70H1,2,3,4614.50,49.12,93.94,118.07,0.04,AtMLO1-AtCAM2
AtMLO1,AtEXO70H2,2,3,22199.75,49.12,451.94,476.08,0.14,AtMLO1-AtCAM2
AtMLO1,AtEXO70H4,2,3,6266.75,49.12,127.58,151.71,0.05,AtMLO1-AtCAM2
AtMLO1,AtEXO70H7,2,3,9067.00,49.12,184.59,208.72,0.06,AtMLO1-AtCAM2
AtMLO1,AtCAM2,2,3,244455.43,73.38,3331.46,3355.59,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70D2,2,4,,,,,,AtMLO1-AtCAM2
AtMLO1,AtEXO70D3,2,4,,,,,,AtMLO1-AtCAM2
AtMLO1,AtEXO70E1,2,4,,,,,,AtMLO1-AtCAM2
AtMLO1,AtEXO70E2,2,4,,,,,,AtMLO1-AtCAM2
AtMLO1,AtEXO70H1,2,4,,,,,,AtMLO1-AtCAM2
AtMLO1,AtEXO70H2,2,4,,,,,,AtMLO1-AtCAM2
AtMLO1,AtEXO70H4,2,4,,,,,,AtMLO1-AtCAM2
AtMLO1,AtEXO70H7,2,4,,,,,,AtMLO1-AtCAM2
AtMLO1,AtCAM2,2,4,,,,,,AtMLO1-AtCAM2
AtMLO1,AtEXO70D2,3,1,240263.43,58.03,4140.26,4176.71,0.39,AtMLO1-AtCAM2
AtMLO1,AtEXO70D3,3,1,19738.93,58.03,340.14,376.59,0.03,AtMLO1-AtCAM2
AtMLO1,AtEXO70E1,3,1,-4015.29,58.03,-69.19,-32.75,0.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70E2,3,1,201187.50,58.03,3466.90,3503.34,0.32,AtMLO1-AtCAM2
AtMLO1,AtEXO70H1,3,1,305912.00,58.03,5271.53,5307.97,0.49,AtMLO1-AtCAM2
AtMLO1,AtEXO70H2,3,1,30143.79,58.03,519.44,555.89,0.05,AtMLO1-AtCAM2
AtMLO1,AtEXO70H4,3,1,50822.00,38.85,1308.25,1344.70,0.12,AtMLO1-AtCAM2
AtMLO1,AtEXO70H7,3,1,31367.75,38.85,807.47,843.91,0.08,AtMLO1-AtCAM2
AtMLO1,AtCAM2,3,1,851356.06,79.13,10758.53,10794.97,1.00,AtMLO1-AtCAM2
AtMLO1,AtEXO70D2,3,2,219021.11,98.32,2227.70,2308.05,0.15,AtMLO1-AtCAM2
