NLuc,CLuc,Experiment,Replicate,Volume,Area,VpA,VpA_base,VpA_norm,Ref_sample
AtMLO4,AtEXO70D2,2,2,75869.21,39.17,1936.91,3059.66,0.21,AtMLO4-AtCAM2
AtMLO4,AtEXO70D3,2,2,10584.00,39.17,270.20,1392.96,0.09,AtMLO4-AtCAM2
AtMLO4,AtCAM2,2,2,540375.14,39.17,13795.52,14918.28,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70A1,2,3,15688.75,26.22,598.32,237.64,0.04,AtMLO4-AtCAM2
AtMLO4,MmExoc7,2,3,78437.90,18.45,4250.88,3890.21,0.62,AtMLO4-AtCAM2
AtMLO4,ScExo70,2,3,35177.50,26.22,1341.55,980.88,0.16,AtMLO4-AtCAM2
AtMLO4,AtEXO70B1,2,3,21962.75,26.22,837.59,476.91,0.08,AtMLO4-AtCAM2
AtMLO4,AtEXO70B2,2,3,31175.86,39.17,795.91,435.23,0.07,AtMLO4-AtCAM2
AtMLO4,AtEXO70D2,2,3,19535.00,26.22,745.00,384.32,0.06,AtMLO4-AtCAM2
AtMLO4,AtEXO70D3,2,3,13427.21,39.17,342.79,-17.89,0.00,AtMLO4-AtCAM2
AtMLO4,AtCAM2,2,3,123154.40,18.45,6674.26,6313.59,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70A1,2,4,3020.25,26.22,115.18,1173.78,0.10,AtMLO4-AtCAM2
AtMLO4,MmExoc7,2,4,93908.75,26.22,3581.37,4639.96,0.41,AtMLO4-AtCAM2
AtMLO4,ScExo70,2,4,12397.50,39.17,316.50,1375.10,0.12,AtMLO4-AtCAM2
AtMLO4,AtEXO70B1,2,4,-30074.50,26.22,-1146.94,-88.35,-0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70B2,2,4,13904.20,18.45,753.53,1812.12,0.16,AtMLO4-AtCAM2
AtMLO4,AtEXO70D2,2,4,169962.25,26.22,6481.80,7540.39,0.66,AtMLO4-AtCAM2
AtMLO4,AtEXO70D3,2,4,4832.79,39.17,123.38,1181.97,0.10,AtMLO4-AtCAM2
AtMLO4,AtCAM2,2,4,270259.00,26.22,10306.79,11365.38,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E1,2,1,-37576.86,36.83,-1020.22,-119.54,-0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70E2,2,1,35489.75,50.23,706.60,1607.28,0.07,AtMLO4-AtCAM2
AtMLO4,AtEXO70G1,2,1,41258.71,36.83,1120.18,2020.86,0.09,AtMLO4-AtCAM2
AtMLO4,AtEXO70H1,2,1,25320.21,36.83,687.45,1588.13,0.07,AtMLO4-AtCAM2
AtMLO4,AtEXO70H2,2,1,33048.43,36.83,897.27,1797.95,0.08,AtMLO4-AtCAM2
AtMLO4,AtEXO70H4,2,1,44469.69,50.23,885.39,1786.07,0.08,AtMLO4-AtCAM2
AtMLO4,AtEXO70H7,2,1,112905.57,36.83,3065.40,3966.08,0.17,AtMLO4-AtCAM2
AtMLO4,AtCAM2,2,1,1110690.44,50.23,22113.93,23014.61,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E1,2,2,14684.43,36.83,398.68,474.84,0.06,AtMLO4-AtCAM2
AtMLO4,AtEXO70E2,2,2,50675.44,50.23,1008.95,1085.10,0.14,AtMLO4-AtCAM2
AtMLO4,AtEXO70G1,2,2,56386.79,36.83,1530.91,1607.06,0.21,AtMLO4-AtCAM2
AtMLO4,AtEXO70H1,2,2,114245.00,17.35,6584.45,6660.60,0.87,AtMLO4-AtCAM2
AtMLO4,AtEXO70H2,2,2,-4121.29,36.83,-111.89,-35.74,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70H4,2,2,66727.75,24.66,2706.31,2782.47,0.36,AtMLO4-AtCAM2
AtMLO4,AtEXO70H7,2,2,22175.21,36.83,602.06,678.21,0.09,AtMLO4-AtCAM2
AtMLO4,AtCAM2,2,2,131849.10,17.35,7599.05,7675.20,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E1,2,3,-9257.00,24.66,-375.44,-1.59,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E2,2,3,546.50,24.66,22.16,396.02,0.07,AtMLO4-AtCAM2
AtMLO4,AtEXO70G1,2,3,7128.25,24.66,289.10,662.96,0.11,AtMLO4-AtCAM2
AtMLO4,AtEXO70H1,2,3,-5422.36,36.83,-147.22,226.64,0.04,AtMLO4-AtCAM2
AtMLO4,AtEXO70H2,2,3,936.75,24.66,37.99,411.85,0.07,AtMLO4-AtCAM2
AtMLO4,AtEXO70H4,2,3,3953.00,24.66,160.32,534.18,0.09,AtMLO4-AtCAM2
AtMLO4,AtEXO70H7,2,3,-8698.00,24.66,-352.77,21.08,0.00,AtMLO4-AtCAM2
AtMLO4,AtCAM2,2,3,134249.75,24.66,5444.84,5818.70,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E1,2,4,6320.75,24.66,256.35,142.16,0.03,AtMLO4-AtCAM2
AtMLO4,AtEXO70E2,2,4,20794.50,24.66,843.37,729.18,0.13,AtMLO4-AtCAM2
AtMLO4,AtEXO70G1,2,4,2661.25,24.66,107.93,-6.26,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70H1,2,4,22854.00,7.61,3003.16,2888.97,0.53,AtMLO4-AtCAM2
AtMLO4,AtEXO70H2,2,4,3424.10,17.35,197.35,83.15,0.02,AtMLO4-AtCAM2
AtMLO4,AtEXO70H4,2,4,23075.00,17.35,1329.91,1215.72,0.22,AtMLO4-AtCAM2
AtMLO4,AtEXO70H7,2,4,16778.80,17.35,967.04,852.84,0.16,AtMLO4-AtCAM2
AtMLO4,AtCAM2,2,4,136565.25,24.66,5538.75,5424.56,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70A1,3,1,-26959.93,34.57,-779.95,972.41,0.07,AtMLO4-AtCAM2
AtMLO4,MmExoc7,3,1,2312.57,34.57,66.90,1819.25,0.12,AtMLO4-AtCAM2
AtMLO4,ScExo70,3,1,13903.14,34.57,402.22,2154.57,0.15,AtMLO4-AtCAM2
AtMLO4,AtEXO70B1,3,1,-12701.57,34.57,-367.45,1384.90,0.09,AtMLO4-AtCAM2
AtMLO4,AtEXO70B2,3,1,-63102.50,34.57,-1825.54,-73.19,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70D2,3,1,-458.43,34.57,-13.26,1739.09,0.12,AtMLO4-AtCAM2
AtMLO4,AtEXO70D3,3,1,-19366.50,34.57,-560.27,1192.08,0.08,AtMLO4-AtCAM2
AtMLO4,AtCAM2,3,1,452866.29,34.57,13101.34,14853.69,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70A1,3,2,-10389.86,34.57,-300.58,2694.17,0.20,AtMLO4-AtCAM2
AtMLO4,MmExoc7,3,2,-107996.36,34.57,-3124.32,-129.57,-0.01,AtMLO4-AtCAM2
AtMLO4,ScExo70,3,2,-44015.57,34.57,-1273.36,1721.39,0.13,AtMLO4-AtCAM2
AtMLO4,AtEXO70B1,3,2,9575.29,34.57,277.01,3271.76,0.24,AtMLO4-AtCAM2
AtMLO4,AtEXO70B2,3,2,-17341.36,34.57,-501.68,2493.07,0.18,AtMLO4-AtCAM2
AtMLO4,AtEXO70D2,3,2,-14063.29,34.57,-406.85,2587.90,0.19,AtMLO4-AtCAM2
AtMLO4,AtEXO70D3,3,2,-20517.07,34.57,-593.56,2401.19,0.18,AtMLO4-AtCAM2
AtMLO4,AtCAM2,3,2,362348.36,34.57,10482.67,13477.42,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70A1,3,3,16863.43,34.57,487.86,1742.75,0.15,AtMLO4-AtCAM2
AtMLO4,MmExoc7,3,3,91441.93,34.57,2645.40,3900.29,0.34,AtMLO4-AtCAM2
AtMLO4,ScExo70,3,3,-19914.43,34.57,-576.12,678.78,0.06,AtMLO4-AtCAM2
AtMLO4,AtEXO70B1,3,3,-45143.29,34.57,-1305.99,-51.09,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70B2,3,3,6545.93,34.57,189.37,1444.27,0.13,AtMLO4-AtCAM2
AtMLO4,AtEXO70D2,3,3,-14968.36,34.57,-433.03,821.86,0.07,AtMLO4-AtCAM2
AtMLO4,AtEXO70D3,3,3,201.79,34.57,5.84,1260.73,0.11,AtMLO4-AtCAM2
AtMLO4,AtCAM2,3,3,347823.29,34.57,10062.46,11317.36,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70A1,3,4,-16305.79,34.57,-471.72,1010.46,0.02,AtMLO4-AtCAM2
AtMLO4,MmExoc7,3,4,52595.00,16.28,3229.99,4712.17,0.10,AtMLO4-AtCAM2
AtMLO4,ScExo70,3,4,-52215.21,34.57,-1510.58,-28.39,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70B1,3,4,20314.21,34.57,587.69,2069.87,0.04,AtMLO4-AtCAM2
AtMLO4,AtEXO70B2,3,4,-38196.36,34.57,-1105.01,377.17,0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70D2,3,4,-14733.86,34.57,-426.25,1055.94,0.02,AtMLO4-AtCAM2
AtMLO4,AtEXO70D3,3,4,-19472.71,34.57,-563.34,918.85,0.02,AtMLO4-AtCAM2
AtMLO4,AtCAM2,3,4,1581677.21,34.57,45757.63,47239.82,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E1,3,1,17196.21,34.57,497.48,771.35,0.04,AtMLO4-AtCAM2
AtMLO4,AtEXO70E2,3,1,-9706.07,34.57,-280.79,-6.93,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70G1,3,1,9377.21,34.57,271.28,545.15,0.03,AtMLO4-AtCAM2
AtMLO4,AtEXO70H1,3,1,-6284.07,34.57,-181.80,92.07,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70H2,3,1,8659.50,34.57,250.52,524.38,0.03,AtMLO4-AtCAM2
AtMLO4,AtEXO70H4,3,1,48381.50,34.57,1399.67,1673.53,0.09,AtMLO4-AtCAM2
AtMLO4,AtEXO70H7,3,1,7504.07,34.57,217.09,490.96,0.03,AtMLO4-AtCAM2
AtMLO4,AtCAM2,3,1,658563.07,34.57,19052.11,19325.98,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E1,3,2,4416.14,34.57,127.76,416.86,0.29,AtMLO4-AtCAM2
AtMLO4,AtEXO70E2,3,2,14137.00,34.57,408.98,698.09,0.49,AtMLO4-AtCAM2
AtMLO4,AtEXO70G1,3,2,-10518.14,34.57,-304.29,-15.18,-0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70H1,3,2,326.29,34.57,9.44,298.55,0.21,AtMLO4-AtCAM2
AtMLO4,AtEXO70H2,3,2,1441.00,34.57,41.69,330.79,0.23,AtMLO4-AtCAM2
AtMLO4,AtEXO70H4,3,2,44287.00,34.57,1281.21,1570.32,1.10,AtMLO4-AtCAM2
AtMLO4,AtEXO70H7,3,2,-3021.57,34.57,-87.41,201.69,0.14,AtMLO4-AtCAM2
AtMLO4,AtCAM2,3,2,39425.29,34.57,1140.57,1429.67,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E1,3,3,6575.21,34.57,190.22,-9.22,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E2,3,3,24310.86,34.57,703.31,503.87,0.06,AtMLO4-AtCAM2
AtMLO4,AtEXO70G1,3,3,24306.29,34.57,703.18,503.74,0.06,AtMLO4-AtCAM2
AtMLO4,AtEXO70H1,3,3,40419.57,34.57,1169.33,969.89,0.12,AtMLO4-AtCAM2
AtMLO4,AtEXO70H2,3,3,11127.07,34.57,321.90,122.47,0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70H4,3,3,29757.71,34.57,860.89,661.45,0.08,AtMLO4-AtCAM2
AtMLO4,AtEXO70H7,3,3,35913.07,34.57,1038.96,839.52,0.10,AtMLO4-AtCAM2
AtMLO4,AtCAM2,3,3,295774.43,34.57,8556.70,8357.26,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E1,3,4,-6517.79,34.57,-188.56,-10.37,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E2,3,4,14029.50,34.57,405.87,584.06,0.03,AtMLO4-AtCAM2
AtMLO4,AtEXO70G1,3,4,-1396.43,34.57,-40.40,137.79,0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70H1,3,4,9948.00,34.57,287.79,465.98,0.02,AtMLO4-AtCAM2
AtMLO4,AtEXO70H2,3,4,8113.43,34.57,234.72,412.91,0.02,AtMLO4-AtCAM2
AtMLO4,AtEXO70H4,3,4,19472.79,34.57,563.34,741.53,0.04,AtMLO4-AtCAM2
AtMLO4,AtEXO70H7,3,4,404.36,34.57,11.70,189.89,0.01,AtMLO4-AtCAM2
AtMLO4,AtCAM2,3,4,652228.21,34.57,18868.84,19047.03,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70A1,4,1,285.86,34.57,8.27,115.66,0.01,AtMLO4-AtCAM2
AtMLO4,MmExoc7,4,1,127945.50,23.14,5529.31,5636.70,0.44,AtMLO4-AtCAM2
AtMLO4,ScExo70,4,1,-1844.93,34.57,-53.37,54.02,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70B1,4,1,7435.29,34.57,215.10,322.49,0.03,AtMLO4-AtCAM2
AtMLO4,AtEXO70B2,4,1,8777.43,34.57,253.93,361.32,0.03,AtMLO4-AtCAM2
AtMLO4,AtEXO70D2,4,1,9202.14,34.57,266.22,373.61,0.03,AtMLO4-AtCAM2
AtMLO4,AtEXO70D3,4,1,-3852.64,34.57,-111.46,-4.07,0.00,AtMLO4-AtCAM2
AtMLO4,AtCAM2,4,1,436875.00,34.57,12638.71,12746.10,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70A1,4,2,94790.29,34.57,2742.27,2743.26,0.14,AtMLO4-AtCAM2
AtMLO4,MmExoc7,4,2,93302.40,16.28,5729.93,5730.92,0.28,AtMLO4-AtCAM2
AtMLO4,ScExo70,4,2,4347.43,34.57,125.77,126.77,0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70B1,4,2,23416.93,34.57,677.45,678.44,0.03,AtMLO4-AtCAM2
AtMLO4,AtEXO70B2,4,2,-136.07,34.57,-3.94,-2.94,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70D2,4,2,1315.71,34.57,38.06,39.06,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70D3,4,2,18660.29,34.57,539.84,540.84,0.03,AtMLO4-AtCAM2
AtMLO4,AtCAM2,4,2,699494.14,34.57,20236.24,20237.24,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70A1,4,3,-7535.50,34.57,-218.00,147.66,0.01,AtMLO4-AtCAM2
AtMLO4,MmExoc7,4,3,281539.75,23.14,12167.06,12532.73,0.51,AtMLO4-AtCAM2
AtMLO4,ScExo70,4,3,9283.07,34.57,268.56,634.22,0.03,AtMLO4-AtCAM2
AtMLO4,AtEXO70B1,4,3,3887.43,34.57,112.46,478.13,0.02,AtMLO4-AtCAM2
AtMLO4,AtEXO70B2,4,3,-13023.93,34.57,-376.78,-11.11,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70D2,4,3,-6158.57,34.57,-178.17,187.50,0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70D3,4,3,277.36,34.57,8.02,373.69,0.02,AtMLO4-AtCAM2
AtMLO4,AtCAM2,4,3,843086.00,34.57,24390.33,24755.99,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70A1,4,4,-14126.57,34.57,-408.68,447.33,0.02,AtMLO4-AtCAM2
AtMLO4,MmExoc7,4,4,7500.93,34.57,217.00,1073.01,0.05,AtMLO4-AtCAM2
AtMLO4,ScExo70,4,4,7909.07,34.57,228.81,1084.81,0.05,AtMLO4-AtCAM2
AtMLO4,AtEXO70B1,4,4,-29732.79,34.57,-860.16,-4.16,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70B2,4,4,-6006.71,34.57,-173.77,682.23,0.03,AtMLO4-AtCAM2
AtMLO4,AtEXO70D2,4,4,-9195.64,34.57,-266.03,589.98,0.03,AtMLO4-AtCAM2
AtMLO4,AtEXO70D3,4,4,-27679.21,34.57,-800.75,55.25,0.00,AtMLO4-AtCAM2
AtMLO4,AtCAM2,4,4,758113.29,34.57,21932.08,22788.09,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E1,4,1,12594.36,34.57,364.35,3726.47,0.15,AtMLO4-AtCAM2
AtMLO4,AtEXO70E2,4,1,4864.71,34.57,140.74,3502.86,0.14,AtMLO4-AtCAM2
AtMLO4,AtEXO70G1,4,1,-125188.29,34.57,-3621.67,-259.55,-0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70H1,4,1,20384.57,34.57,589.72,3951.84,0.16,AtMLO4-AtCAM2
AtMLO4,AtEXO70H2,4,1,2980.79,34.57,86.23,3448.35,0.14,AtMLO4-AtCAM2
AtMLO4,AtEXO70H4,4,1,35588.00,34.57,1029.55,4391.68,0.18,AtMLO4-AtCAM2
AtMLO4,AtEXO70H7,4,1,23141.36,34.57,669.48,4031.60,0.16,AtMLO4-AtCAM2
AtMLO4,AtCAM2,4,1,743198.07,34.57,21500.59,24862.71,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E1,4,2,9515.21,34.57,275.27,533.09,0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70E2,4,2,1082.93,34.57,31.33,289.15,0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70G1,4,2,3863.79,34.57,111.78,369.60,0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70H1,4,2,18011.50,34.57,521.07,778.89,0.02,AtMLO4-AtCAM2
AtMLO4,AtEXO70H2,4,2,9178.29,34.57,265.53,523.35,0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70H4,4,2,93914.64,34.57,2716.93,2974.75,0.07,AtMLO4-AtCAM2
AtMLO4,AtEXO70H7,4,2,-9664.21,34.57,-279.58,-21.76,0.00,AtMLO4-AtCAM2
AtMLO4,AtCAM2,4,2,1567402.43,34.57,45344.67,45602.49,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E1,4,3,16757.00,34.57,484.78,1177.94,0.05,AtMLO4-AtCAM2
AtMLO4,AtEXO70E2,4,3,-24852.71,34.57,-718.98,-25.82,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70G1,4,3,-7592.00,34.57,-219.64,473.53,0.02,AtMLO4-AtCAM2
AtMLO4,AtEXO70H1,4,3,-12100.64,34.57,-350.07,343.09,0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70H2,4,3,21166.29,34.57,612.34,1305.50,0.05,AtMLO4-AtCAM2
AtMLO4,AtEXO70H4,4,3,68389.50,34.57,1978.50,2671.66,0.11,AtMLO4-AtCAM2
AtMLO4,AtEXO70H7,4,3,-5583.64,34.57,-161.53,531.63,0.02,AtMLO4-AtCAM2
AtMLO4,AtCAM2,4,3,798254.57,34.57,23093.36,23786.52,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E1,4,4,11896.93,34.57,344.18,903.16,0.08,AtMLO4-AtCAM2
AtMLO4,AtEXO70E2,4,4,11748.36,34.57,339.88,898.87,0.08,AtMLO4-AtCAM2
AtMLO4,AtEXO70G1,4,4,24274.29,34.57,702.25,1261.24,0.12,AtMLO4-AtCAM2
AtMLO4,AtEXO70H1,4,4,49610.43,34.57,1435.22,1994.21,0.18,AtMLO4-AtCAM2
AtMLO4,AtEXO70H2,4,4,-159.36,34.57,-4.61,554.38,0.05,AtMLO4-AtCAM2
AtMLO4,AtEXO70H4,4,4,-20764.57,34.57,-600.72,-41.73,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70H7,4,4,895871.14,34.57,25917.39,26476.38,2.45,AtMLO4-AtCAM2
AtMLO4,AtCAM2,4,4,354933.73,34.57,10268.17,10827.16,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70A1,5,1,-21301.50,24.15,-882.22,-19.11,0.00,AtMLO4-AtCAM2
AtMLO4,MmExoc7,5,1,71611.50,24.15,2965.85,3828.96,0.49,AtMLO4-AtCAM2
AtMLO4,ScExo70,5,1,-14709.25,24.15,-609.20,253.91,0.03,AtMLO4-AtCAM2
AtMLO4,AtEXO70B1,5,1,89454.50,24.15,3704.83,4567.94,0.58,AtMLO4-AtCAM2
AtMLO4,AtEXO70B2,5,1,20351.25,24.15,842.86,1705.97,0.22,AtMLO4-AtCAM2
AtMLO4,AtEXO70D2,5,1,67310.00,24.15,2787.70,3650.81,0.47,AtMLO4-AtCAM2
AtMLO4,AtEXO70D3,5,1,4475.50,24.15,185.36,1048.46,0.13,AtMLO4-AtCAM2
AtMLO4,AtCAM2,5,1,250676.93,36.07,6949.93,7813.04,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70A1,5,2,21156.00,24.15,876.19,548.85,0.18,AtMLO4-AtCAM2
AtMLO4,MmExoc7,5,2,378567.20,16.99,22280.22,21952.87,7.22,AtMLO4-AtCAM2
AtMLO4,ScExo70,5,2,7336.25,24.15,303.84,-23.51,-0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70B1,5,2,11314.00,16.99,665.87,338.53,0.11,AtMLO4-AtCAM2
AtMLO4,AtEXO70B2,5,2,49632.50,24.15,2055.57,1728.22,0.57,AtMLO4-AtCAM2
AtMLO4,AtEXO70D2,5,2,28774.25,24.15,1191.71,864.36,0.28,AtMLO4-AtCAM2
AtMLO4,AtEXO70D3,5,2,23073.79,36.07,639.71,312.36,0.10,AtMLO4-AtCAM2
AtMLO4,AtCAM2,5,2,57253.20,16.99,3369.58,3042.24,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70A1,5,3,10120.79,36.07,280.60,135.48,0.02,AtMLO4-AtCAM2
AtMLO4,MmExoc7,5,3,228920.50,16.99,13472.90,13327.79,1.97,AtMLO4-AtCAM2
AtMLO4,ScExo70,5,3,24197.75,24.15,1002.17,857.06,0.13,AtMLO4-AtCAM2
AtMLO4,AtEXO70B1,5,3,5606.75,24.15,232.21,87.10,0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70B2,5,3,32815.25,24.15,1359.07,1213.96,0.18,AtMLO4-AtCAM2
AtMLO4,AtEXO70D2,5,3,47268.93,36.07,1310.51,1165.40,0.17,AtMLO4-AtCAM2
AtMLO4,AtEXO70D3,5,3,4997.57,36.07,138.56,-6.56,0.00,AtMLO4-AtCAM2
AtMLO4,AtCAM2,5,3,248783.86,36.07,6897.44,6752.33,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70A1,5,4,7252.50,36.07,201.07,-15.69,0.00,AtMLO4-AtCAM2
AtMLO4,MmExoc7,5,4,510657.94,49.18,10382.39,10165.63,0.60,AtMLO4-AtCAM2
AtMLO4,ScExo70,5,4,24600.79,36.07,682.05,465.28,0.03,AtMLO4-AtCAM2
AtMLO4,AtEXO70B1,5,4,27689.21,36.07,767.67,550.91,0.03,AtMLO4-AtCAM2
AtMLO4,AtEXO70B2,5,4,15338.57,36.07,425.26,208.49,0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70D2,5,4,95931.75,24.15,3973.09,3756.33,0.22,AtMLO4-AtCAM2
AtMLO4,AtEXO70D3,5,4,17210.50,36.07,477.16,260.39,0.02,AtMLO4-AtCAM2
AtMLO4,AtCAM2,5,4,620430.29,36.07,17201.21,16984.44,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E1,5,1,-14126.64,37.99,-371.83,523.08,0.04,AtMLO4-AtCAM2
AtMLO4,AtEXO70E2,5,1,-23364.00,25.43,-918.65,-23.74,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70G1,5,1,-14739.00,25.43,-579.52,315.39,0.03,AtMLO4-AtCAM2
AtMLO4,AtEXO70H1,5,1,-12044.50,25.43,-473.58,421.33,0.04,AtMLO4-AtCAM2
AtMLO4,AtEXO70H2,5,1,-10314.43,37.99,-271.49,623.43,0.05,AtMLO4-AtCAM2
AtMLO4,AtEXO70H4,5,1,143176.50,25.43,5629.57,6524.48,0.55,AtMLO4-AtCAM2
AtMLO4,AtEXO70H7,5,1,-5495.50,25.43,-216.08,678.83,0.06,AtMLO4-AtCAM2
AtMLO4,AtCAM2,5,1,415553.29,37.99,10937.79,11832.70,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E1,5,2,3049.71,37.99,80.27,52.88,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E2,5,2,11173.70,17.90,624.32,596.93,0.06,AtMLO4-AtCAM2
AtMLO4,AtEXO70G1,5,2,18644.50,25.43,733.08,705.69,0.07,AtMLO4-AtCAM2
AtMLO4,AtEXO70H1,5,2,1125.00,25.43,44.23,16.84,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70H2,5,2,11757.00,25.43,462.27,434.88,0.04,AtMLO4-AtCAM2
AtMLO4,AtEXO70H4,5,2,30176.75,25.43,1186.52,1159.13,0.11,AtMLO4-AtCAM2
AtMLO4,AtEXO70H7,5,2,664.50,25.43,26.13,-1.27,0.00,AtMLO4-AtCAM2
AtMLO4,AtCAM2,5,2,274085.50,25.43,10776.79,10749.39,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E1,5,3,-6449.50,25.43,-253.59,61.14,0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70E2,5,3,-5259.75,25.43,-206.81,107.92,0.02,AtMLO4-AtCAM2
AtMLO4,AtEXO70G1,5,3,14787.57,37.99,389.22,703.95,0.12,AtMLO4-AtCAM2
AtMLO4,AtEXO70H1,5,3,-12132.14,37.99,-319.33,-4.60,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70H2,5,3,5288.29,37.99,139.19,453.92,0.08,AtMLO4-AtCAM2
AtMLO4,AtEXO70H4,5,3,57901.70,17.90,3235.23,3549.96,0.61,AtMLO4-AtCAM2
AtMLO4,AtEXO70H7,5,3,22735.00,25.43,893.92,1208.65,0.21,AtMLO4-AtCAM2
AtMLO4,AtCAM2,5,3,140067.50,25.43,5507.32,5822.05,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E1,5,4,-17452.25,25.43,-686.21,-38.22,0.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70E2,5,4,13855.00,25.43,544.77,1192.75,0.12,AtMLO4-AtCAM2
AtMLO4,AtEXO70G1,5,4,-5327.21,37.99,-140.22,507.77,0.05,AtMLO4-AtCAM2
AtMLO4,AtEXO70H1,5,4,4668.64,37.99,122.88,770.87,0.07,AtMLO4-AtCAM2
AtMLO4,AtEXO70H2,5,4,-1506.50,25.43,-59.23,588.75,0.06,AtMLO4-AtCAM2
AtMLO4,AtEXO70H4,5,4,20148.50,25.43,792.22,1440.21,0.14,AtMLO4-AtCAM2
AtMLO4,AtEXO70H7,5,4,7619.75,25.43,299.60,947.59,0.09,AtMLO4-AtCAM2
AtMLO4,AtCAM2,5,4,366656.14,37.99,9650.77,10298.75,1.00,AtMLO4-AtCAM2
AtMLO4,AtEXO70A1,6,1,5055.50,36.07,140.16,-14.08,0.00,AtMLO4-AtCAM2
AtMLO4,MmExoc7,6,1,40481.60,16.99,2382.51,2228.26,0.10,AtMLO4-AtCAM2
AtMLO4,ScExo70,6,1,15918.64,36.07,441.34,287.09,0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70B1,6,1,31403.71,36.07,870.66,716.41,0.03,AtMLO4-AtCAM2
AtMLO4,AtEXO70B2,6,1,12311.50,36.07,341.33,187.09,0.01,AtMLO4-AtCAM2
AtMLO4,AtEXO70D2,6,1,103676.14,36.07,2874.38,2720.14,0.12,AtMLO4-AtCAM2
